Unnamed: 0,topics
5850,"called, ukraine, daesh, donbas, punishers"
5851,"turkey, kherson, minister, ukraine, region"
5852,"yulia, led, tymoshenko, third, prepared"
5853,"american, case, emergency, ukrainian, nuclear"
5854,"tatar, kherson, autonomy, crimean, ukraine"
5855,"united, interested, tell, mean, russia"
5856,"europe, election, sadiq, led, migrant"
5857,"authority, donbas, ukrainian, regime, revolution"
5858,"puppet, maidan, coup, donbas, revolution"
5859,"encourage, settlement, masterminded, refugee, migrant"
5860,"billionaire, settlement, ngo, soros, via"
5861,"enemy, ukraine, washington, russia, kyiv"
5862,"already, power, healthcare, corporation, people"
5863,"training, right, element, ukraine, sector"
5864,"georgia, membership, nato, territorial, exchange"
5865,"sign, degradation, continuous, yukos, example"
5866,"lebanese, terrorist, order, organization, confront"
5867,"middle, politico, obama, east, leverage"
5868,"draw, threat, border, drop, russia"
5869,"usa, germany, occupied, ukraine, russia"
5870,"required, union, complete, european, regime"
5871,"parasite, meaningful, mayor, never, new"
5872,"history, trying, doll, asleep, soldier"
5873,"attack, turkey, encourage, greece"
5874,"squeeze, ukraine, european, want, resource"
5875,"provide, authority, resident, ukrainian, shelter"
5876,"handing, foreign, order, mercenary, legitimize"
5877,"microchip, billion, world, group, one"
5878,"domination, czech, republic"
5879,"war, ukraine, russia, hromadsketv, weapon"
5880,"germany, ussr, erase, system, supported"
5881,"antirussian, usa, spread, wwiii, decline"
5882,"life, swastika, public, ssrunes, find"
5883,"action, europe, usa, start, eastern"
5884,"governed, fascist, moldova"
5885,"elite, ban, russian, ukrainian, repress"
5886,"clear, skripal, russian, case, russia"
5887,"state, turkey, donbas, mercenary, baltic"
5888,"commit, without, crisis, value, entitled"
5889,"disintegration, start, intervene, response, current"
5890,"usa, preparing, brzezinskis, encircle, proved"
5891,"commissioned, joining, poll, approve, nato"
5892,"anniversary, people, tragedy, poroshenko, current"
5893,"angela, join, minister, nato, invited"
5894,"demonstrated, eu, commission, crisis, european"
5895,"eu, mayor, establish, fbi, exbrussels"
5896,"bäckman, join, finn, nato, finland"
5897,"come, visit, serbia, western, deputy"
5898,"mariupol, ambassador, ukraine, geoffrey, ukrainian"
5899,"policy, towards, foreign, security, adopt"
5900,"must, russian, security, polska, nato"
5901,"enemy, sending, fictional, protecting, russia"
5902,"preparing, war, creating, baltic, district"
5903,"transferred, thousand, russian, russia, troop"
5904,"europe, also, food, housing, demand"
5905,"declared, reason, crimea, russia, nato"
5906,"graf, soviet, pole, destroying, soldier"
5907,"polish, nationalist, ukraine, role, opposition"
5908,"sanction, resolution, assembly, national, russia"
5909,"always, union, cia, european, project"
5910,"europe, material, oligarchy, appendage, convert"
5911,"europe, antirussian, pushing, russophobic, direction"
5912,"brought, west, hatred, russia, corruption"
5913,"always, belonged, country, russia, baltic"
5914,"europe, turkey, islamize, aim, financed"
5915,"enemy, definition, putin, oppose, russia"
5916,"bastion, culture, city, ukraine, russian"
5917,"southeast, odessa, liberate, city, russia"
5918,"state, security, nato, additional, force"
5919,"carried, severe, war, unprecedented, information"
5920,"imposed, race, country, russia, want"
5921,"effect, bulgaria, eu, accession, standard"
5922,"hybrid, western, russia, increased, waging"
5923,"suggesting, missile, shot, groundtoair, fighter"
5924,"suggesting, missile, evidence, caused, plane"
5925,"russia, hungary, republic, czech, lost"
5926,"state, plan, socalled, minister, introduce"
5927,"west, ukraine, russian, information, part"
5928,"khodorkovsky, readiness, interpol, case, expressed"
5929,"iran, made, treaty, nuclear, rivalry"
5930,"nadiya, savchenko, murderer, terrorist"
5931,"plan, united, creation, month, introduce"
5932,"state, decide, via, baltic, march"
5933,"approach, security, nato, polsha, zbigniew"
5934,"chechen, spy, journalist, security, uncovered"
5935,"leader, commission, installed, agent, eastern"
5936,"converting, russian, family, ukrainian, according"
5937,"state, united, creation, next, federal"
5938,"suggesting, bbcs, new, fighter, airline"
5939,"suggesting, documentary, caused, plane, ukrainian"
5940,"evidence, jet, malaysian, downing, present"
5941,"landfill, power, plant, become, zone"
5942,"discus, eu, april, politician, took"
5943,"opinion, aim, european, keep, dominance"
5944,"lithuania, act, authority, soviet, ukrainian"
5945,"opened, savchenko, civilian, reporter, killing"
5946,"destabilize, use, human, right, abuse"
5947,"west, donbas, russia, salvation, find"
5948,"corporate, country, study, young, ey"
5949,"governed, ukraine, junta"
5950,"atomic, second, area, russia, nuclear"
5951,"history, first, interpreted, independently, annexation"
5952,"chancellor, socalled, germany, european, controlled"
5953,"place, fined, registered, residence, per"
5954,"injury, usanov, separatist, result, died"
5955,"population, majority, ukraine, russian, ethnic"
5956,"georgia, nato, join, russia, allow"
5957,"prosecutor, criminal, battalion, aidar, body"
5958,"scandinavian, army, donbas, mercenary, ukrainian"
5959,"nato, puppet"
5960,"human, right, humanitarian, ukraine, law"
5961,"west, marginalize, russia, using, novorossiya"
5962,"matter, practice, sea, ordinary, manifestation"
5963,"secret, crisis, government, aggressive, proclaim"
5964,"russophobia, carte, establish, blanche, poroshenko"
5965,"civilian, element, ukraine, eastern, clean"
5966,"policy, ministry, dollar, trade, development"
5967,"threat, security, russia, nato, national"
5968,"cup, number, litvinenko, case, proved"
5969,"public, american, research, study, pressnorc"
5970,"mass, degradation, begun, introduced, necrophilia"
5971,"plan, odessa, agrees, washington, romania"
5972,"radically, stop, changed, ukraine, conveyor"
5973,"economy, cooperation, kill, sector, firstly"
5974,"leader, turkish, executive, crimea, network"
5975,"brave, illuminates, person, world, destroy"
5976,"attack, terror, government, carry, ukrainian"
5977,"lift, sanction, antirussian, eu, preparing"
5978,"minister, deputy, russia, gentiloni, talk"
5979,"georgia, war, government, led, abkhazia"
5980,"south, government, abkhazia, followed, supported"
5981,"coordinate, creating, mechanism, ukrainian, according"
5982,"famine, war, ukraine, eastern, poroshenko"
5983,"right, thrives, russian, speaker, violated"
5984,"cook, state, warfare, cripple, ministry"
5985,"american, washington, stationed, framework, kyiv"
5986,"eu, brussels, donald, serbia, crisis"
5987,"actor, recently, girl, sweden, decided"
5988,"actor, gave, baretsky, left, girl"
5989,"working, go, baretsky, girl, hotel"
5990,"actor, declared, baretsky, left, girl"
5991,"percent, electorate, toppling, russia, regime"
5992,"service, secret, training, azerbaijani, nagornokarabakh"
5993,"eu, provoked, protest, fyrom, antigovernment"
5994,"state, united, confrontation, seeking, either"
5995,"competitor, enemy, attack, operation, prof"
5996,"significantly, foodstuff, lower, republic, basic"
5997,"foreign, available, national, nato, purpose"
5998,"georgia, need, like, country, nato"
5999,"destabilize, conflict, russia, nagornokarabakh, exhaust"
6000,"advance, hatred, law, crime, migrant"
6001,"nbsp, number, greek, church, greece"
6002,"enemy, attack, operation, paper, prof"
6003,"panama, soross, maidan, ngo, paper"
6004,"arab, order, western, spring, fit"
6005,"migration, hand, plan, secret, criminal"
6006,"maintain, domination, american, terror, regime"
6007,"president, cleanup, stripped, operation, participated"
6008,"state, puppet, run, idiot, nato"
6009,"president, former, overthrow, syria, doug"
6010,"syrian, excuse, president, alassad, syria"
6011,"eu, association, referendum, european, free"
6012,"didnt, caused, inappropriate, russian, purpose"
6013,"need, embezzled, dollar, free, time"
6014,"service, western, prevented, takeover, fsb"
6015,"merkel, syrian, germany, rape, hitler"
6016,"azerbaijan, conflict, daesh, nagornokarabakh, soldier"
6017,"europe, damage, buildup, military, relation"
6018,"eu, without, visa, national, travel"
6019,"europe, order, eastern, russia, force"
6020,"europe, thing, straw, ukraine, wool"
6021,"mi, browder, order, cia, russian"
6022,"foreign, minister, frankwalter, ukraine, japan"
6023,"panama, offshore, drive, paper, want"
6024,"west, agent, operation, quake, destroying"
6025,"state, europe, eu, joined, new"
6026,"state, europe, george, soros, destroy"
6027,"cutting, idp, united, displaced, benefit"
6028,"demanding, oblast, reflect, ukraine, constitution"
6029,"ukrainian, tatar, crimean, region, document"
6030,"recognise, un, land, crimea, part"
6031,"fulbright, war, american, geoffrey, information"
6032,"begun, autonomy, oblast, refused, ukraine"
6033,"visit, escalation, conflict, john, azerbaijan"
6034,"policy, famine, government, country, ukrainian"
6035,"nation, ukraine, world, russian, russia"
6036,"west, putin, war, waging, discredit"
6037,"opposition, russophobia, west, nationalism, weapon"
6038,"situation, cooled, interfering, complicated, hong"
6039,"socalled, project, harvard, led, houston"
6040,"kiev, provoked, agreement, association, coup"
6041,"west, provokes, conflict, border, waging"
6042,"fascism, defeated, idea, american, antihitler"
6043,"referendum, result, holland, prof, euukrainie"
6044,"europe, eu, rank, government, would"
6045,"blood, leader, hand, ukraine, whose"
6046,"requested, article, nyt, petro, poroshenko"
6047,"implicating, nonwestern, behind, soros, paper"
6048,"europe, caused, crisis, european, refugee"
6049,"nbsp, gold, rothschild, force, standard"
6050,"state, sovereign, turkey, conflict, want"
6051,"state, take, member, part, migrant"
6052,"pull, euromaidan, russia, used, outbreak"
6053,"flourish, paedophilia, norway"
6054,"foundation, putin, ford, soros, paper"
6055,"terrorist, attack, preparing, republic, czech"
6056,"erdoğan, genocide, baku, approval, waiting"
6057,"ukraine, occupied, country"
6058,"buy, reserve, replenish, ukraine, continues"
6059,"country, gazprom, demand, economic, retained"
6060,"state, lithuanian, estonian, baltic, demographic"
6061,"promise, first, female, swedish, daesh"
6062,"disloyal, tatar, close, crimea, ukrainian"
6063,"always, mankind, hysteria, russia, salvation"
6064,"leadership, civil, side, russian, ukrainian"
6065,"alliance, war, russia, want, armenia"
6066,"strategy, western, ukraine, cold, provoke"
6067,"eu, shoot, erdoğan, turkey, refugee"
6068,"postsoviet, local, western, country, russian"
6069,"postsoviet, history, local, country, russian"
6070,"consequence, collapse, ussr, war, donbas"
6071,"yanukovych, negligence, ukraine, result, suit"
6072,"opinion, prison, people, republic, czech"
6073,"war, ukraine, eastern, beneficial, regime"
6074,"leader, president, putin, american, representative"
6075,"membership, eu, union, ukraine, denied"
6076,"trade, ukraine, european, free, futile"
6077,"specialist, foreign, nato, trained, ukrainian"
6078,"legitimizing, eye, european, nato, aimed"
6079,"staged, attack, basketball, bellin, injured"
6080,"union, show, country, european, let"
6081,"first, cohabitation, britain, prof, multicultural"
6082,"conflict, ukraine, east, government, kyiv"
6083,"fascist, government, kyiv, organized, regime"
6084,"service, crowd, people, control, political"
6085,"west, benefit, organised, russia, intermediate"
6086,"spoiled, error, daesh, world, country"
6087,"belgrade, banner, protested, holding, russian"
6088,"incident, denmark, cooking, forced, later"
6089,"west, disruption, ukraine, economic, organized"
6090,"west, disruption, ukraine, economic, organized"
6091,"west, disruption, ukraine, economic, organized"
6092,"carried, elite, exercise, staging, attack"
6093,"carried, exercise, terrorist, attack, london"
6094,"elite, staging, terrorist, end, subway"
6095,"outsized, influence, neonazis, politics, ukrainian"
6096,"service, internal, former, operation, role"
6097,"fascist, hundred, operate, mercenary, border"
6098,"paris, brussels, swedish, refused, counterpart"
6099,"turkey, agent, brussels, amongst, could"
6100,"sanction, violent, coup, moscow, government"
6101,"able, terrorist, would, enforcement, agency"
6102,"europe, enemy, first, unusually, troop"
6103,"return, afraid, nadiya, consider, let"
6104,"merkel, angela, brussels, one, suspected"
6105,"karadžićs, unfair, verdict, handed, hague"
6106,"czech, totalitarian, regime, republic"
6107,"villain, savchenko, nadiya, murderer, proved"
6108,"angela, selfie, brussels, bomber, suicide"
6109,"merkel, angela, selfie, brussels, bomber"
6110,"merkel, angela, brussels, bomber, suicide"
6111,"service, floor, sbu, cia, hq"
6112,"bronson, last, germany, semimen, since"
6113,"selected, yatsenyuk, purpose, regime, carefully"
6114,"population, eu, whole, make, uk"
6115,"american, main, century, led, one"
6116,"state, police, daesh, bombing, intended"
6117,"state, attack, operation, european, bombing"
6118,"hundred, received, ukraine, specifically, conducting"
6119,"villain, savchenko, nadiya, murderer, proved"
6120,"socalled, installed, territory, nazistate, creating"
6121,"actor, victim, attack, alleged, brussels"
6122,"service, french, demolish, israeli, order"
6123,"coloured, uprising, maintain, mean, ukraine"
6124,"three, one, crimea, according, ifop"
6125,"europe, order, crisis, hegemony, uphold"
6126,"merkel, angela, muslim, perpetrator, immigrant"
6127,"brother, responsible, belgian, warned, counterpart"
6128,"service, dovbash, secret, imminent, belarusian"
6129,"ivan, threat, russian, aleksey, belarusian"
6130,"savchenko, ukrainian, strategy, army, deter"
6131,"always, extremism, terror, lead, birth"
6132,"ukrainian, origin, attack, american, destroyed"
6133,"afraid, gothenburg, country, venture, zone"
6134,"missile, origin, flydubai, american, destroyed"
6135,"might, hungary, ukraine, lose, may"
6136,"transformed, ukraine, world, russian, part"
6137,"raid, west, wadas, information, waging"
6138,"ukraine, supported, eu, coup"
6139,"newborn, microchip, compelled, european, december"
6140,"recognised, resolution, criticism, european, ukrainian"
6141,"ever, war, crimea, since, peninsula"
6142,"came, existence, result, ukrainian, revolution"
6143,"osama, fake, laden, killing, bin"
6144,"poland, passport, france, warmly, people"
6145,"ban, state, city, representative, ukrainian"
6146,"tv, university, russian, black, movie"
6147,"anniversary, devoted, across, crimea, participated"
6148,"across, reunification, people, russian, celebration"
6149,"compliance, law, russia, norm, international"
6150,"pow, organ, selling, battalion, aidar"
6151,"conspiracy, seems, poll, help, russia"
6152,"rigged, local, took, march, german"
6153,"carried, syrian, city, bombing, precise"
6154,"eu, agriculture, finnish, bankruptcy, russia"
6155,"sanction, agriculture, finnish, verge, russia"
6156,"estonia, concentration, russianspeaking, building, citizen"
6157,"war, destabilized, ukraine, east, contrast"
6158,"always, crimea, russian"
6159,"admired, president, result, russian, russia"
6160,"policy, foreign, superiority, case, humiliation"
6161,"elite, distracting, planned, crisis, european"
6162,"existence, care, nobody, soros, ukrainian"
6163,"crucified, girl, slaughtered, ukraine, people"
6164,"ukraine, eu, abandoning"
6165,"victoria, moscow, ahead, ukraine, affair"
6166,"europe, occupation"
6167,"continent, never, entire, resolve, positioned"
6168,"prorussian, bringing, ukraine, eastern, fighter"
6169,"consequence, direct, western, crisis, aggression"
6170,"eu, european, russia, capitalist, ukrainian"
6171,"high, assembly, un, criticised, commissioner"
6172,"savchenko, civilian, tortured, nadiya, execution"
6173,"mixed, breeding, carry, create, asian"
6174,"daesh, support, country, nato"
6175,"rock, withstand, bunker, fortified, nuclear"
6176,"ukrainian, turkish, fascist, army, supported"
6177,"foreign, frankwalter, ukraine, crisis, constructive"
6178,"committed, first, maydanian, murder, taken"
6179,"point, accession, crimea, international, condemned"
6180,"priest, nadiya, journalist, killed, two"
6181,"everything, given, even, ukraine, russia"
6182,"making, coalition, opposition, effective, force"
6183,"minsk, agreement, ambassador, allowed, geoffrey"
6184,"minsk, agreement, ambassador, ukraine, comply"
6185,"planning, power, coup, rundschau, german"
6186,"leader, legitimacy, western, people, derives"
6187,"kherson, turkey, petro, million, poroshenko"
6188,"state, socalled, harvard, according, wipe"
6189,"kherson, annex, ukraine, region, part"
6190,"eu, involvement, provoked, cannibalistic, revolution"
6191,"alternative, journalist, established, medium, finland"
6192,"wine, required, muslim, pork, european"
6193,"stop, preparing, country, russia, islamic"
6194,"dependency, europe, colonial, russia"
6195,"responsible, captured, battalion, system, ukraine"
6196,"away, putin, obama, ukraine, colony"
6197,"partnership, samesex, visa, precondition, legalisation"
6198,"wanted, captive, sell, nadezhda, army"
6199,"half, war, russia, year, ukrainian"
6200,"polonisation, towards, next, belarus, every"
6201,"violence, distanced, never, islam"
6202,"concept, duty, professional, censorship, opposition"
6203,"traditional, georgian, difficult, market, sell"
6204,"population, commit, geopolitical, ensure, terrorism"
6205,"eu, trade, ukraine, signing, lost"
6206,"fascist, ukraine, russian, country, taken"
6207,"power, even, lithuanian, belarusian, import"
6208,"accused, legitimate, russia, fighting, time"
6209,"fascism, entered, fascist, many, unacceptable"
6210,"europe, summit, constantly, presence, completely"
6211,"provoked, maidan, protest, burned, ukraine"
6212,"protest, maidan, bridge, burned, russia"
6213,"deal, plan, ago, islamist, european"
6214,"deal, plan, turkey, european, fact"
6215,"west, fate, interested, nation, ukraine"
6216,"anglosaxon, daesh, project"
6217,"morale, payment, mercenary, ukrainian, fighter"
6218,"confrontation, responsible, initiate, russia, region"
6219,"percent, closed, favour, issue, crimea"
6220,"ukraine, eastern, crisis, country, region"
6221,"air, country, russian, top, truce"
6222,"report, accurate, russian, syria, force"
6223,"service, criminal, serve, armed, ukrainian"
6224,"intends, germany, change, influx, german"
6225,"leave, run, american, nato, member"
6226,"wont, embassy, create, rich, slovak"
6227,"paid, caretaker, poll, kiska, probrussels"
6228,"april, coup, nazi, ukraine, march"
6229,"consequence, president, failure, phone, counsel"
6230,"state, opinion, view, express, ethnic"
6231,"unless, country, european, destroyed, migrant"
6232,"israel, european, country, arrival, migrant"
6233,"training, operate, camp, instructor, mercenary"
6234,"authority, genocide, organise, crimea, ukrainian"
6235,"speech, say, government, want, suppress"
6236,"alsergrund, attempted, vienna, rape, woman"
6237,"migration, moving, ever, influx, abroad"
6238,"impose, authority, predatory, ukraine, ukrainian"
6239,"curator, united, remove, overseer, want"
6240,"usa, intelligence, ministry, placed, device"
6241,"base, military, vladimir, bombing, prepared"
6242,"restaurant, muslim, pork, refugee, german"
6243,"angela, donald, sea, responsibility, mediterranean"
6244,"conquer, made, shot, russian, blamed"
6245,"interview, dainius, american, presidential, network"
6246,"dainius, republican, radzevičius, force, africa"
6247,"donald, american, republican, trump, resident"
6248,"anniversary, putin, russoturkish, war, invited"
6249,"prorussian, say, government, either, lobby"
6250,"syrian, civilian, terrorist, russia, bombing"
6251,"flag, burning, dutch, azov, ukraine"
6252,"evidence, virus, chemical, laboratory, weapon"
6253,"terrorist, head, worldwide, chief, bos"
6254,"map, authority, show, people, madam"
6255,"soon, republic, refugee, army, going"
6256,"lead, thousand, republic, border, czech"
6257,"russiafinanced, journalist, say, investigated, wayne"
6258,"ciafinanced, madsen, journalist, investigated, wayne"
6259,"bulgarian, tayyip, war, invite, recep"
6260,"russia, brussels, washington, republic, czech"
6261,"brussels, republic, washington, russia, czech"
6262,"governed, sovereign, joseph, ukraine, country"
6263,"destruction, appealed, ukraine, compensate, demand"
6264,"destruction, mongolia, batu, demand, kyiv"
6265,"xiii, destruction, appealed, century, demand"
6266,"kherson, ukraine, caliphate, established"
6267,"state, poland, impact, ukraine, baltic"
6268,"mass, particularly, covering, medium, new"
6269,"silent, war, country, medium, army"
6270,"silent, begin, war, medium, army"
6271,"gather, world, medium, remain, iii"
6272,"silent, war, country, medium, remain"
6273,"ukraine, troop, never, russian"
6274,"committed, mark, network, social, want"
6275,"threatened, mark, negotiation, crime, german"
6276,"autocracy, eu, cause, dissolution, merkels"
6277,"eu, freak, member, ukrainian, dislike"
6278,"must, destabilizing, started, cia, russia"
6279,"approaching, russian, nato, iii, member"
6280,"alliance, ww, seek, nato, member"
6281,"life, serb, yugoslavia, bombing, lost"
6282,"community, first, european, member, economic"
6283,"community, commission, president, prominent, european"
6284,"walter, first, nazi, nsdap, member"
6285,"collapse, eu, angela, soon, weight"
6286,"committed, destalinization, accused, people, russia"
6287,"totalitarian, eu, criticism, refuse, level"
6288,"totalitarian, eu, criticism, refuse, level"
6289,"putin, aim, latakia, vladimir, russian"
6290,"wanted, help, vladimir, would, syria"
6291,"wanted, stopped, putin, destroy, would"
6292,"state, create, would, syria, pseudoislamic"
6293,"action, usa, southeast, ukraine, military"
6294,"russiafinanced, journalist, investigated, wayne, political"
6295,"event, american, created, syria, false"
6296,"truth, false, ukraine, syria, live"
6297,"reality, asks, american, created, live"
6298,"wanted, state, isi, destroy, create"
6299,"serbian, kill, child, nato"
6300,"eu, council, supposed, national, confirmed"
6301,"joining, tell, ukraine, happen, nato"
6302,"exercise, aim, fema, camp, fight"
6303,"idea, commission, founded, nazi, european"
6304,"intelligence, chairman, ukraine, referendum, signed"
6305,"hvozd, hacker, internal, found, signed"
6306,"hacker, viktor, referendum, thwart, found"
6307,"hacker, internal, viktor, netherlands, signed"
6308,"netherlands, viktor, aim, ukraine, referendum"
6309,"reality, truth, ukraine, one, false"
6310,"petr, entering, civil, resume, new"
6311,"bestiality, germany, african, rise, migrant"
6312,"revelation, propagandistic, journalist, pentagon, curley"
6313,"revelation, propagandistic, machinery, tom, curley"
6314,"service, secret, american, education, russian"
6315,"president, deeply, ministry, american, poroshenko"
6316,"unicef, luhansk, donetsk, kyiv, aggression"
6317,"elsewhere, yugoslavia, ngo, american, british"
6318,"slaughtering, stopped, president, american, russian"
6319,"general, plan, obama, environmental, according"
6320,"general, plan, dunford, blocked, russian"
6321,"plan, russian, told, aimed, judge"
6322,"entry, estonia, member, young, wrote"
6323,"lift, see, nazi, russia, kyiv"
6324,"ban, life, public, european, christianity"
6325,"turkish, conduct, war, threaten, russia"
6326,"mass, opinion, real, year, one"
6327,"aumf, based, military, world, international"
6328,"senate, military, world, way, draft"
6329,"president, give, unprecedented, world, declare"
6330,"aumf, law, unprecedented, military, authorisation"
6331,"prosecutor, office, criminal, justice, group"
6332,"prosecutor, office, criminal, justice, group"
6333,"reform, prosecutor, criminal, covering, group"
6334,"activist, burning, photo, bonfire, clash"
6335,"dead, kyiv, clash"
6336,"like, war, would, russia, ankara"
6337,"maidan, agent, foreign, organised, washington"
6338,"integrity, putin, ukraine, vladimir, russia"
6339,"deal, plan, euukraine, referendum, disrupt"
6340,"plan, dutch, euukraine, referendum, kyiv"
6341,"deal, plan, euukraine, referendum, disrupt"
6342,"usa, liberal, occupation, coup, russia"
6343,"impose, poland, war, russian, new"
6344,"make, trying, addict, russian, ukrainian"
6345,"wto, agreement, ukraine, block, could"
6346,"mexico, act, soros, september, political"
6347,"moving, towards, try, russian, security"
6348,"inject, nestle, company, weapon, ukrainian"
6349,"might, nestle, weapon, ukrainian, cocacola"
6350,"coup, ukraine, catholic, ukrainian, organized"
6351,"matter, west, russia, czech, syria"
6352,"reduction, birthrate, lobby, vatican, sodomy"
6353,"pope, church, lead, orthodox, catholic"
6354,"mass, turn, also, ukrainian, fsb"
6355,"secret, dutch, work, osce, hug"
6356,"city, isi, fighting, fighter, supported"
6357,"migration, made, crisis, carry, european"
6358,"idea, lugansk, people, fight, ukrainian"
6359,"plan, cooperates, turkey, war, give"
6360,"saakashvili, imf, ukraine, want"
6361,"death, report, putin, murder, motivated"
6362,"death, letter, putin, antonin, supreme"
6363,"action, turkey, constantly, ukraine, aggressive"
6364,"announce, plan, war, russia, officially"
6365,"subject, territory, operation, russian, ukrainian"
6366,"cover, human, right, western, syria"
6367,"human, right, ignores, western, violation"
6368,"europe, try, deterring, direction, nato"
6369,"russia, europe, threatens, direction, border"
6370,"moving, enlarge, deterring, containing, nato"
6371,"towards, threatens, russian, security, nato"
6372,"towards, border, russian, russia, nato"
6373,"russia, europe, moving, border, nato"
6374,"claim, poland, hungary, territorial, romania"
6375,"death, donald, antonin, scalia, motivated"
6376,"consequence, criticism, concealing, sweden, migrant"
6377,"criminalizing, criticism, sweden, immigration, new"
6378,"leader, civilian, unanimously, repeating, lie"
6379,"recognise, ukraine, crimea, part, israel"
6380,"proof, isi, side, fight, ukrainian"
6381,"ten, gave, week, russia, poroshenko"
6382,"state, degradation, nature, baltic, programme"
6383,"allout, use, war, seeking, russia"
6384,"toward, thats, week, world, insanity"
6385,"similar, pervert, sexually, european, gay"
6386,"week, east, people, destroy, christian"
6387,"elite, deal, vote, brexit, british"
6388,"peace, syria, brought, russia"
6389,"state, republic, embassy, controlled, proxy"
6390,"usa, similar, die, isi, way"
6391,"sanction, antirussian, dollar, billion, hungary"
6392,"intends, leader, install, russia, new"
6393,"wanted, khodorkovsky, mikhail, interpol"
6394,"lied, lie, provocation, strait, poroshenko"
6395,"february, blame, city, wednesday, bombed"
6396,"february, th, week, city, wednesday"
6397,"blame, th, moscow, bombed, shifted"
6398,"europe, migration, mass, turkish, towards"
6399,"erdogan, possible, active, week, start"
6400,"industry, disappeared, result, reform, helped"
6401,"expelling, bandit, russian, taken, weapon"
6402,"major, white, foreign, us, mechanism"
6403,"president, malaysian, shot, ukrainian, picture"
6404,"paid, official, crimea, lead, delegation"
6405,"parliament, exminister, visit, official, crimea"
6406,"mh, dutch, shot, quoted, ukraine"
6407,"tatar, prepares, trend, week, crimea"
6408,"sued, state, ato, operation, saakashvili"
6409,"operation, aim, create, vatican, special"
6410,"preparation, say, wave, world, new"
6411,"migration, preparation, david, analyst, wave"
6412,"tv, antimigrant, rally, misrepresents, czech"
6413,"enough, tv, misrepresents, manipulates, czech"
6414,"pope, francis, week, world, christian"
6415,"see, week, defend, world, man"
6416,"fighter, donetsk, isi, ukrainian, prof"
6417,"war, start, ukraine, russia"
6418,"doesnt, week, ukraine, condemn, islamic"
6419,"leadership, industrial, ukraine, imf, complex"
6420,"said, siberia, trend, albright, madeleine"
6421,"extremist, ukraine, government, armed, overthrew"
6422,"failed, join, poland, ukraine, eurointegration"
6423,"action, terrorist, campaign, exclusively, discredit"
6424,"life, thousand, forced, save, ethnic"
6425,"equipment, trend, ukraine, isi, military"
6426,"georgia, state, already, task, tried"
6427,"last, snowden, russian, weapon, per"
6428,"preparation, order, say, analyst, part"
6429,"police, hidden, rally, antiimmigrant, agenda"
6430,"staged, alleged, antiimmigrant, supposed, agenda"
6431,"staged, attack, serve, czech, participant"
6432,"alleged, rally, serve, agenda, participant"
6433,"act, rally, antiimmigrant, serve, participant"
6434,"police, attack, czech, agenda, political"
6435,"soviet, become, ukraine, russian, project"
6436,"uk, ukraine, coup, supported"
6437,"germany, criminal, kilometre, get, afghanistan"
6438,"russiafinanced, ciafinanced, madsen, wayne, political"
6439,"dzhemilev, president, russian, crimea, fighter"
6440,"mariupol, want, fighter, force, special"
6441,"monument, shevchenko, tara, zaporizhzhia, region"
6442,"poland, polish, land, want, returned"
6443,"nazi, prove, robbing, kyiv, citizen"
6444,"animated, secret, tell, guardian, obey"
6445,"mood, germany, pogrom, woman, migrant"
6446,"last, vaccination, trend, ukraine, organizes"
6447,"last, week, ukraine, organizes, child"
6448,"vaccination, compulsory, trend, ukraine, polio"
6449,"europe, accordance, plan, cfr, directed"
6450,"murmansk, girl, hospital, russian, ended"
6451,"american, purchase, company, british, internet"
6452,"ministry, admitted, alqaeda, statefunding, officially"
6453,"governed, nazi, ukraine"
6454,"virus, american, purchase, company, owned"
6455,"established, civil, donbas, campaign, starikov"
6456,"totalitarian, igor, institute, nazi, russian"
6457,"minsk, steinmeier, particular, want, fulfill"
6458,"cleaned, supranational, soviet, american, industry"
6459,"cent, food, trend, snowden, russian"
6460,"america, contaminated, say, biological, per"
6461,"russia, particularly, world, russian, people"
6462,"poland, ukraine, isi, border, coming"
6463,"murmansk, jail, harassed, ended, migrant"
6464,"jail, girl, hospital, russian, ended"
6465,"jail, hospital, russian, harassed, ended"
6466,"strong, putin, prague, crisis, dominance"
6467,"europe, dominance, putin, european, man"
6468,"usa, joe, world, company, equity"
6469,"biden, father, vicepresident, equity, corrupt"
6470,"tatar, isi, crimea, revive, islamic"
6471,"american, country, russia, ally, baltic"
6472,"deliberately, causing, business, doctor, corporation"
6473,"causing, illness, doctor, corporation, let"
6474,"germany, killing, behind, embassy, czech"
6475,"tv, openly, killing, behind, threaten"
6476,"kazakhstan, china, ukrainian, going, got"
6477,"attack, azov, threaten, people, fighter"
6478,"administer, head, herles, brutal, german"
6479,"grey, turkish, downing, wolf, nationalist"
6480,"oil, luftwaffe, exploratory, syria, islamic"
6481,"assads, use, fight, troop, regime"
6482,"schismatics, conflict, patriarchate, world, constantinople"
6483,"savchenko, nadia, clinton, top, used"
6484,"savchenko, nadia, clinton, trial, top"
6485,"conduct, mustafa, crimea, revive, islamic"
6486,"west, putin, bbc, russia, corruption"
6487,"old, girl, berlin, case, year"
6488,"american, ukraine, russia, information, ukrainian"
6489,"russophobia, world, russia, belarusian, belarus"
6490,"order, barnevernet, abuse, protection, norway"
6491,"common, childrens, barnevernet, remove, family"
6492,"email, nadia, secret, trial, hillary"
